,adcode,address,adname,alias,biz_ext,biz_type,business_area,children,citycode,cityname,discount_num,distance,email,entr_location,event,exit_location,gridcode,groupbuy_num,id,importance,indoor_data,indoor_map,line_count,location,match,name,navi_poiid,pcode,photos,pname,poiweight,postcode,query_name,recommend,shopid,shopinfo,tag,tel,timestamp,type,typecode,website
BV10061010,510104,12路;12路区间;47路;79路;104路;218路;230路;313路;1042路;1046路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504714000,0,BV10061010,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,9,"104.127914,30.619080",0,川师北大门站(公交站),[],510000,[],四川省,[],[],川师北大门(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061011,510104,12路;12路区间;40路;79路;104路;121路;218路;230路;313路;社区巴士1077路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504713110,0,BV10061011,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,9,"104.138382,30.613169",0,赖家新桥路口站(公交站),[],510000,[],四川省,[],[],赖家新桥路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061012,510112,12路;12路区间;23路;40路;218路;223路;313路;336路;855路,龙泉驿区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504713200,0,BV10061012,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,8,"104.150902,30.608641",0,驿都大道西站(公交站),[],510000,[],四川省,[],[],驿都大道西(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061013,510112,12路;12路区间;133路;854A路;854路;856路;890路,龙泉驿区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504712300,0,BV10061013,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.162659,30.602488",0,洪河大道中路南站(公交站),[],510000,[],四川省,[],[],洪河大道中路南(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061015,510112,12路;12路区间;133路;854A路;854路;856路;890路,龙泉驿区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504713321,0,BV10061015,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.167656,30.614822",0,洪河大道中路北站(公交站),[],510000,[],四川省,[],[],洪河大道中路北(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061016,510112,12路;12路区间;133路;336路;405路;854A路;855路;890路,龙泉驿区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504714311,0,BV10061016,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,7,"104.167549,30.620161",0,上东阳光站(公交站),[],510000,[],四川省,[],[],上东阳光(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061017,510112,12路;12路区间;133路;336路;405路;854A路;855路;890路,龙泉驿区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504714321,0,BV10061017,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.168106,30.623159",0,大面文化广场站(公交站),[],510000,[],四川省,[],[],大面文化广场(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061018,510104,12路;12路区间;79路;218路;社区巴士1083路;高峰快线G82路,锦江区,[],"{'rating': [], 'cost': []}",[],静居寺,[],028,成都市,0,[],[],[],[],[],4504704812,0,BV10061018,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.111427,30.620790",0,成渝路沙河大桥站(公交站),[],510000,[],四川省,[],[],成渝路沙河大桥(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061019,510104,12路;12路区间;79路;218路;社区巴士1083路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704911,0,BV10061019,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.119797,30.620287",0,川师成教院站(公交站),[],510000,[],四川省,[],[],川师成教院(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061020,510104,12路;12路区间;23路;40路;218路;223路;230路;336路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504713101,0,BV10061020,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.145073,30.610798",0,三环路航天立交桥东站(公交站),[],510000,[],四川省,[],[],三环路航天立交桥东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061021,510112,12路;12路区间;133路;336路;405路;854A路;855路,龙泉驿区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504715310,0,BV10061021,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.164536,30.628311",0,省医院城东病区站(公交站),[],510000,[],四川省,[],[],省医院城东病区(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061026,510105,5路;13路;43路;47路;59路;64路;78路;社区巴士1031路;(停运)81路,青羊区,[],"{'rating': [], 'cost': []}",[],抚琴,[],028,成都市,0,[],[],[],[],[],4604000202,0,BV10061026,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,7,"104.036591,30.667643",0,清江东路站(公交站),[],510000,[],四川省,[],[],清江东路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061028,510105,5路;13路;42路;43路;47路;58路;64路;64路快线;78路;(停运)81路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504709321,0,BV10061028,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,8,"104.043777,30.664427",0,中医附院站(公交站),[],510000,[],四川省,[],[],中医附院(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061030,510105,13路;30路;47路;51路;64路;78路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504708520,0,BV10061030,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.063194,30.656363",0,西御街站(公交站),[],510000,[],四川省,[],[],西御街(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061031,510117,13路;44路;54路;173路;231路;725路;726路;736路;P11路;(停运)312路,郫都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603077601,0,BV10061031,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,8,"103.956657,30.725134",0,高新西区(公交站),[],510000,[],四川省,[],[],高新西区公交站(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061033,510106,13路;736路;(停运)312路,金牛区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603074722,0,BV10061033,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.974007,30.706875",0,两河路口站(公交站),[],510000,[],四川省,[],[],两河路(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061038,510105,13路;64路;64路快线;163路;164路;164路区间;175路;736路;(停运)312路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603071920,0,BV10061038,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"103.989029,30.681089",0,金辉路站(公交站),[],510000,[],四川省,[],[],金辉路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061039,510105,13路;163路;175路;215路;1038路;(停运)312路,青羊区,[],"{'rating': [], 'cost': []}",[],金沙,[],028,成都市,0,[],[],[],[],[],4603071912,0,BV10061039,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"103.998123,30.678520",0,中大君悦金沙站(公交站),[],510000,[],四川省,[],[],中大君悦金沙(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061040,510105,175路;209路;1123路,青羊区,[],"{'rating': [], 'cost': []}",[],金沙,[],028,成都市,0,[],[],[],[],[],4604001021,0,BV10061040,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.007271,30.680994",0,金沙遗址路站(公交站),[],510000,[],四川省,[],[],金沙遗址(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061041,510105,13路;175路;社区巴士1043路,青羊区,[],"{'rating': [], 'cost': []}",[],金沙,[],028,成都市,0,[],[],[],[],[],4604001002,0,BV10061041,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.010818,30.677027",0,金阳路东站(公交站),[],510000,[],四川省,[],[],金阳路东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061044,510105,5路;13路;43路;47路;51路;53路;58路;62路;64路;64路快线;78路;(停运)81路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504709401,0,BV10061044,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,9,"104.057220,30.659431",0,人民公园站(公交站),[],510000,[],四川省,[],[],人民公园(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061046,510105,13路;175路;215路;1038路;社区巴士1043路,青羊区,[],"{'rating': [], 'cost': []}",[],金沙,[],028,成都市,0,[],[],[],[],[],4603071922,0,BV10061046,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"103.999825,30.681229",0,蜀辉路站(公交站),[],510000,[],四川省,[],[],蜀辉路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061049,510105,5路;7路;13路;19路;32A路;32路;64路;64路快线;77路;78路;84路;105路;111路;123路;175路;209路;227路;309路;705A路高峰快车线路;705路;736路;904路;1157路;K1线;K2路二环外侧环线;高峰快线G28路;(停运)81路,青羊区,[],"{'rating': [], 'cost': []}",[],金沙,[],028,成都市,0,[],[],[],[],[],4604000022,0,BV10061049,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,21,"104.011582,30.673364",0,金沙(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a9a19068749d058603ccbc50984abd85'}]",四川省,[],[],金沙公交站(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061052,510107,153路;社区巴士1006路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504705412,0,BV10061052,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,3,"104.062225,30.628859",0,玉林街站(公交站),[],510000,[],四川省,[],[],玉林街(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061053,510107,153路;社区巴士1006路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504705412,0,BV10061053,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.059601,30.629501",0,玉林东路站(公交站),[],510000,[],四川省,[],[],玉林东路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061054,510107,153路;社区巴士1006路,武侯区,[],"{'rating': [], 'cost': []}",[],芳草,[],028,成都市,0,[],[],[],[],[],4504705411,0,BV10061054,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.056839,30.629431",0,玉林西路东站(公交站),[],510000,[],四川省,[],[],玉林西路东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061055,510107,153路;社区巴士1006路,武侯区,[],"{'rating': [], 'cost': []}",[],芳草,[],028,成都市,0,[],[],[],[],[],4504705411,0,BV10061055,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.054512,30.629375",0,玉林西路站(公交站),[],510000,[],四川省,[],[],玉林西路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061057,510107,19路;34路;45路;59路;109路;115路;141路;社区巴士1126路;(停运)高峰快线G34路,武侯区,[],"{'rating': [], 'cost': []}",[],小天竺,[],028,成都市,0,[],[],[],[],[],4504706401,0,BV10061057,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.054176,30.633581",0,衣冠庙站(公交站),[],510000,[],四川省,[],[],衣冠庙(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061059,510107,153路;211路;社区巴士1011路,武侯区,[],"{'rating': [], 'cost': []}",[],高升桥,[],028,成都市,0,[],[],[],[],[],4504705312,0,BV10061059,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.046722,30.628256",0,肖家河沿街站(公交站),[],510000,[],四川省,[],[],肖家河沿街(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061060,510107,153路;社区巴士1011路,武侯区,[],"{'rating': [], 'cost': []}",[],高升桥,[],028,成都市,0,[],[],[],[],[],4504705311,0,BV10061060,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.044373,30.630251",0,肖家河街南站(公交站),[],510000,[],四川省,[],[],肖家河街南(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061061,510107,153路;社区巴士1011路,武侯区,[],"{'rating': [], 'cost': []}",[],高升桥,[],028,成都市,0,[],[],[],[],[],4504705321,0,BV10061061,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.044563,30.631281",0,肖家河街站(公交站),[],510000,[],四川省,[],[],肖家河街(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061062,510107,153路;社区巴士1011路,武侯区,[],"{'rating': [], 'cost': []}",[],高升桥,[],028,成都市,0,[],[],[],[],[],4504706301,0,BV10061062,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.043297,30.633568",0,肖家河北街站(公交站),[],510000,[],四川省,[],[],肖家河北街(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061066,510107,1路;8路;11路;19路;21路;34路;57路;59路;72路;77路;82路;115路;153路;334路;335路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504707301,0,BV10061066,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,10,"104.043922,30.642921",0,高升桥站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c485f755f5aa39b7b69c00d10faa0899'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5bef49c686e4281ed70224edbe5273c4'}]",四川省,[],[],高升桥(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061069,510105,53路;70路;115路;153路;343路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504708301,0,BV10061069,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,3,"104.043587,30.651700",0,大石东路站(公交站),[],510000,[],四川省,[],[],大石东路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061070,510105,115路;126路(环行线);127路(环行线);153路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504708302,0,BV10061070,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.046074,30.652599",0,芳邻路站(公交站),[],510000,[],四川省,[],[],芳邻路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061072,510107,59路;61路;76路;93路;111路;115路;153路;162路;238路;502路;社区巴士1097路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504703421,0,BV10061072,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,10,"104.057587,30.614098",0,桐梓林小区站(公交站),[],510000,[],四川省,[],[],桐梓林小区(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061077,510107,153路;184路;社区巴士1058路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504701512,0,BV10061077,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.074394,30.594791",0,天环街天长路口站(公交站),[],510000,[],四川省,[],[],天环街天长路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061082,510107,19路;49路;99路;153路;社区巴士1055路,武侯区,[],"{'rating': [], 'cost': []}",[],桂溪,[],028,成都市,0,[],[],[],[],[],4504702502,0,BV10061082,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.072708,30.601866",0,和平小区站(公交站),[],510000,[],四川省,[],[],和平小区(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061083,510107,16路;99路;153路;298路夜间专线;社区巴士1055路;社区巴士1074路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504702500,0,BV10061083,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.064980,30.602699",0,盛和一路站(公交站),[],510000,[],四川省,[],[],盛和一路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061084,510107,16路;76路;111路;133路;153路;181路;187路;188路;236路;298路夜间专线;社区巴士1074路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504702412,0,BV10061084,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,10,"104.061546,30.602978",0,盛和一路西站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8eba9f68f3be09ea12f191e4a527802d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/38b4c96c1ebcb1dad9d22e3fd0fd1307'}]",四川省,[],[],盛和一路西(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061085,510107,84路;147路;153路;162路;222路;238路;304路;505路;515路;806路;807路;816路;(停运)815A路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504703402,0,BV10061085,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,10,"104.059738,30.608854",0,火车南站西路中站(公交站),[],510000,[],四川省,[],[],火车南站西路中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10061086,510107,61路;93路;115路;153路;162路;238路;502路;社区巴士1023路,武侯区,[],"{'rating': [], 'cost': []}",[],紫荆,[],028,成都市,0,[],[],[],[],[],4504704401,0,BV10061086,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.057434,30.618715",0,新光路二环路口站(公交站),[],510000,[],四川省,[],[],新光路二环路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
